"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8944","SuccessfulLoginTest","","Mon Apr 14 14:42:13 GMT+03:00 2025","passed","Mon Apr 14 14:42:22 GMT+03:00 2025","","SeleniumOOPTest.Tests.LoginTest","SeleniumOOPTest.Tests.LoginTest",""
